ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"85.92.183.97","elite","AS199335","GB","Talk Straight Ltd.","9","N/A","4145","socks4","43","1","2023-03-07T05:09:14.259Z","100","1192","1194"
"197.234.13.25","elite","AS36902","SC","Intelvision","167","Intelvision Ltd","4145","socks4","45","1","2023-03-07T05:09:13.979Z","100","1190","1194"
"222.223.115.225","elite","AS4134","CN","Chinanet","218","Chinanet HE","7302","socks5","40","1","2023-03-07T05:09:11.550Z","95","1137","1195"
"222.124.130.196","elite","AS7713","ID","Telekomunikasi Indonesia","190","PT. TELKOM INDONESIA","4145","socks4","44","1","2023-03-07T05:09:10.068Z","73","875","1195"
"45.115.115.146","elite","AS55828","BD","Drik ICT Ltd","215","Drik ICT Ltd","31141","socks4","60","1","2023-03-07T05:09:05.254Z","95","1136","1195"
"103.51.44.9","elite","AS133819","ID","CIM","189","N/A","4145","socks4","39","1","2023-03-07T05:09:01.536Z","99","1186","1193"
"119.18.158.130","elite","AS55685","ID","PT. Jala Lintas Media","196","N/A","4153","socks4","40","1","2023-03-07T05:09:00.346Z","99","1184","1190"
"200.0.247.84","elite","AS10834","AR","Telefonica de Argentina","227","Smart S.A","4153","socks4","65","1","2023-03-07T05:09:00.717Z","99","1180","1192"
"14.160.23.139","elite","AS45899","VN","VNPT-VNNIC","274","VietNam Post and Telecom Corporation","4145","socks4","38","1","2023-03-07T05:08:59.273Z","98","1060","1078"
"162.0.220.219","elite","AS22612","US","Namecheap, Inc.","133","Namecheap, Inc.","59189","socks5","40","1","2023-03-07T05:08:59.386Z","100","1174","1178"
"51.81.31.64","elite","AS16276","US","OVH SAS","81","OVH US LLC","22505","socks5","41","1","2023-03-07T05:08:59.799Z","99","1167","1175"
"84.54.185.203","anonymous","AS29084","BG","ComNet Bulgaria Ltd","48","Comnet Bulgaria Holding Ltd.","8080","http","43","93","2023-03-07T05:08:58.492Z","99","1071","1079"
"200.58.77.188","elite","AS27839","BO","Comteco Ltda","200","Comteco Ltda","1080","socks4","38","1","2023-03-07T05:08:58.563Z","99","1182","1188"
"129.205.244.158","elite","AS37678","BW","BOTSWANA FIBRE NETWORKS (Proprietary) Limited","194","BOTSWANA FIBRE NETWORKS (Proprietary) Limited","1080","socks4","49","1","2023-03-07T05:08:57.208Z","99","1080","1090"
"85.132.8.106","elite","AS201167","AZ","Delta","92","N/A","4153","socks4","47","1","2023-03-07T05:08:57.509Z","99","1162","1174"
"162.14.135.190","elite","AS45090","CN","Shenzhen Tencent Computer Systems Company Limited","224","Tencent Cloud Computing (Beijing) Co., Ltd","10800","socks4","44","1","2023-03-07T05:08:56.115Z","99","1178","1193"
"213.210.67.186","elite","AS15759","RU","TOMSKTELECOM","102","OJSC Rostelecom","3629","socks4","47","1","2023-03-07T05:08:56.982Z","95","1138","1195"
"173.236.179.25","elite","AS26347","US","New Dream Network, LLC","80","New Dream Network, LLC","59540","socks5","37","1","2023-03-07T05:08:55.756Z","100","1152","1154"
"186.211.6.137","elite","AS53156","BR","PortalSAT Telecom","200","eliziane oliveira sobrinho","4145","socks4","69","1","2023-03-07T05:08:55.019Z","97","1163","1193"
"80.28.111.248","elite","AS3352","ES","TDENET (Red de servicios IP)","34","N/A","4145","socks4","37","1","2023-03-07T05:08:55.901Z","99","1184","1190"
"110.77.135.70","elite","AS131090","TH","CAT Telecom Public Company Limited","182","N/A","4145","socks4","82","1","2023-03-07T05:08:55.146Z","98","1166","1193"
"185.162.93.62","elite","AS41722","RU","MIRAN-VS","57","N/A","9050","socks5","54","1","2023-03-07T05:08:55.713Z","100","1149","1150"
"115.242.248.222","elite","AS55836","IN","Reliance Jio Infocomm Limited","154","Reliance Jio Infocomm Limited","5678","socks4","60","1","2023-03-07T05:08:54.733Z","100","1112","1114"
"34.64.4.65","elite","AS139070","SG","Google Asia Pacific Pte. Ltd.","250","Google LLC","80","socks5","46","1","2023-03-07T05:08:54.594Z","100","1071","1071"
"213.179.245.72","elite","AS6849","UA","UKRTELECOM","55","JSC Ukrtelecom","4444","socks4","63","1","2023-03-07T05:08:54.363Z","90","998","1110"
"202.124.46.65","elite","AS9902","KH","NeocomISP Limited","192","NeocomISP Limited","4145","socks4","43","1","2023-03-07T05:08:53.601Z","100","1186","1191"
"45.7.177.249","elite","AS266626","BR","Litoral Telecom","195","Litoral Telecom","39867","socks4","133","1","2023-03-07T05:08:53.421Z","99","1180","1191"
"202.159.35.97","elite","AS9340","ID","PT IndoInternet","183","N/A","443","socks4","50","1","2023-03-07T05:08:53.435Z","100","1157","1157"
"125.25.33.221","elite","AS23969","TH","TOT Public Company Limited","163","TOT Public Company Limited","23969","socks5","97","1","2023-03-07T05:08:53.131Z","84","978","1168"
"110.78.151.213","elite","AS131090","TH","CAT-BB","177","N/A","4145","socks4","81","1","2023-03-07T05:08:53.641Z","59","629","1075"
"217.115.213.187","elite","AS9050","RO","Orange Romania Communication S.A","51","Orange Romania Communications","4145","socks4","103","1","2023-03-07T05:08:53.068Z","99","1064","1079"
"190.226.241.68","elite","AS264691","AR","Servicoop S.A.","258","Servicoop S.A","3629","socks4","64","1","2023-03-07T05:08:53.301Z","99","1142","1148"
"200.115.188.52","elite","AS52422","HN","Velco Globalnetwork","135","Velco Globalnetwork","8080","socks4","254","1","2023-03-07T05:08:53.394Z","99","1133","1150"
"103.252.1.137","anonymous","AS38732","VN","CMCMIENBAC","211","N/A","3128","http","212","883","2023-03-07T05:08:52.507Z","100","1075","1078"
"192.252.220.92","elite","AS46562","US","Performive LLC","177","Total Server Solutions L.L.C","17328","socks4","72","1","2023-03-07T05:08:52.156Z","84","907","1079"
"43.239.75.145","elite","AS133443","BD","COL","239","N/A","4145","socks4","52","1","2023-03-07T05:08:52.778Z","99","1103","1116"
"197.231.205.53","elite","AS37552","GM","Comium","277","N/A","5678","socks4","63","1","2023-03-07T05:08:52.998Z","68","760","1121"
"163.172.84.25","elite","AS12876","FR","Online S.A.S.","1","ONLINE","9741","socks4","197","1","2023-03-07T05:08:52.736Z","100","1177","1177"
"162.19.7.61","elite","AS16276","FR","OVH SAS","5","OVH","40633","socks4","422","1","2023-03-07T05:08:52.631Z","100","1076","1078"
"50.233.111.162","elite","AS7922","US","Comcast Cable Communications, LLC","92","Comcast Cable Communications, LLC","32100","socks4","425","4","2023-03-07T05:08:52.328Z","100","1120","1121"
"41.160.238.106","elite","AS36937","ZA","Liquid Telecommunications Operations Limited","183","Neotel GAU","5678","socks4","368","1","2023-03-07T05:08:52.632Z","43","512","1194"
"103.79.96.165","elite","AS64308","ID","PT IndoDev Niaga Internet","211","PT IndoDev Niaga Internet","4153","socks4","382","1","2023-03-07T05:08:52.483Z","100","1171","1173"
"104.129.205.25","elite","AS22616","US","ZSCALER, INC.","91","Zscaler, Inc.","54321","socks5","74","1","2023-03-07T05:08:52.434Z","94","1018","1087"
"189.201.191.67","elite","AS28438","MX","ATC HOLDING FIBRA MEXICO, S. DE R.L. DE C.V.","139","ATC HOLDING FIBRA MEXICO, S. DE R.L. DE C.V","4145","socks4","392","1","2023-03-07T05:08:52.481Z","99","1147","1153"
"172.105.156.59","elite","AS63949","US","Akamai Technologies, Inc.","97","Linode","57144","socks4","51","1","2023-03-07T05:08:52.906Z","100","1076","1076"
"103.15.245.18","elite","AS58717","BD","Summit Communications Limited","218","SUMMITCOMMUNICATIONS","4153","socks4","365","1","2023-03-07T05:08:52.484Z","97","1163","1194"
"116.58.232.80","elite","AS131090","TH","CAT-BB","188","N/A","8080","socks5","369","1","2023-03-07T05:08:52.714Z","58","681","1166"
"119.18.152.138","elite","AS55685","ID","PT. Jala Lintas Media","204","N/A","4145","socks4","379","1","2023-03-07T05:08:52.713Z","99","1158","1168"
"197.245.170.6","elite","AS11845","ZA","Vox Telecom Ltd","197","Vox Telecom","31518","socks4","92","1","2023-03-07T05:08:52.774Z","86","977","1137"
"34.117.70.177","elite","AS396982","US","Google LLC","1","Google Cloud","80","socks4","39","1","2023-03-07T05:08:52.485Z","100","1072","1072"
"177.220.243.130","elite","AS25933","BR","Vogel Soluções em Telecom e Informática S/A","216","Vogel Soluções em Telecom e Informática S/A","4153","socks4","138","1","2023-03-07T05:08:52.737Z","98","1172","1195"
"154.70.151.73","elite","AS327716","BW","Microteck Enterprises (Pty) Ltd.","198","microteck 4G","5678","socks4","158","1","2023-03-07T05:08:51.620Z","95","1044","1095"
"167.235.228.202","elite","AS24940","DE","Hetzner Online GmbH","16","Hetzner Online GmbH","5208","socks5","237","1","2023-03-07T05:08:51.408Z","87","1045","1195"
"45.196.151.73","elite","AS7018","US","AT&T Services","90","AQUA Networks Limited","5432","socks4","38","1","2023-03-07T05:08:51.625Z","98","1096","1124"
"185.82.99.42","elite","AS42183","LB","NET 360 S.A.R.L","49","N/A","5678","socks4","167","1","2023-03-07T05:08:51.850Z","92","1103","1195"
"222.163.71.114","elite","AS4837","CN","CNC Group CHINA169 Jilin Province Network","277","N/A","54240","socks5","118","1","2023-03-07T05:08:51.001Z","45","512","1127"
"138.185.236.123","elite","AS263919","BR","Powertech Informatica","244","Egla Alves Bispo - ME","5678","socks4","46","1","2023-03-07T05:08:51.005Z","99","1124","1131"
"117.241.132.95","elite","AS9829","IN","BSNL Internet","221","N/A","5678","socks4","118","1","2023-03-07T05:08:51.004Z","97","1124","1153"
"134.119.220.153","elite","AS29066","FR","Host Europe GmbH","7","Bogdan Gribov","30159","socks5","85","1","2023-03-07T05:08:51.465Z","100","1127","1128"
"103.83.105.167","elite","AS134290","IN","Arrow Touch Wireless Internet Private Limited","249","Arrow Touch Wireless Internet Private Limited","4153","socks4","400","1","2023-03-07T05:08:50.844Z","87","983","1134"
"63.250.53.181","anonymous","AS29802","GB","HIVELOCITY, Inc.","8","Strasmore, Inc.","3128","http","121","28","2023-03-07T05:08:50.796Z","99","1141","1151"
"41.65.236.52","elite","AS36992","EG","Etisalat Misr","189","Nile Online","1976","socks5","112","1","2023-03-07T05:08:50.950Z","98","1146","1168"
"91.189.177.190","anonymous","AS34989","NO","ServeTheWorld","29","STW","3128","http","90","82","2023-03-07T05:08:50.123Z","100","1187","1188"
"185.32.21.10","elite","AS60352","AL","Maintainer","44","N/A","4145","socks4","279","1","2023-03-07T05:08:50.129Z","99","1165","1173"
"45.231.30.254","elite","AS267188","BR","Net Info Informatica Ltda","245","Net Info Informatica Ltda","4153","socks4","175","1","2023-03-07T05:08:50.127Z","97","1088","1118"
"185.158.114.235","elite","AS44812","RU","IpServer","50","IT Expert LLC","25710","socks4","388","1","2023-03-07T05:08:50.755Z","99","1145","1156"
"60.12.77.43","elite","AS4837","CN","CNC Group CHINA169 Zhejiang Province Network","215","N/A","7302","socks5","485","1","2023-03-07T05:08:50.842Z","99","1171","1179"
"104.16.105.15","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","423","1","2023-03-07T05:08:50.671Z","100","1188","1189"
"177.223.224.17","elite","AS52559","BR","Novatec Telecom Ltda","217","Novatec Telecom Ltda","4153","socks4","408","1","2023-03-07T05:08:50.628Z","100","1172","1174"
"104.16.143.127","elite","AS13335","CA","Cloudflare, Inc.","1","Cloudflare, Inc.","80","socks5","181","1","2023-03-07T05:08:50.762Z","100","1101","1101"
"202.6.224.52","elite","AS23756","ID","Padi Internet","202","N/A","1080","socks4","219","6","2023-03-07T05:08:50.877Z","100","1189","1193"
"67.43.42.117","elite","AS20473","US","The Constant Company, LLC","82","IPXO","8080","socks4","57","1","2023-03-07T05:08:50.122Z","100","1130","1132"
"43.251.223.20","elite","AS45916","IN","Gujarat Telelink Pvt Ltd","125","Gtpl Broadband Pvt. Ltd.","3629","socks4","122","1","2023-03-07T05:08:50.847Z","94","1127","1194"
"190.211.161.210","elite","AS262589","CL","INTERNEXA Chile S.A","218","Tumundo Digital Telecomunicaciones SPA","32410","socks4","154","1","2023-03-07T05:08:50.949Z","99","1181","1196"
"102.141.91.245","elite","AS328638","ZA","Letaba Wireless Internet CC","203","N/A","5678","socks4","55","1","2023-03-07T05:08:50.269Z","41","454","1098"
"170.79.90.248","elite","AS262186","CO","TV AZTECA SUCURSAL COLOMBIA","167","TV AZTECA SUCURSAL COLOMBIA","8080","socks4","359","1","2023-03-07T05:08:50.845Z","99","1165","1180"
"104.20.24.214","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","392","1","2023-03-07T05:08:50.722Z","100","1193","1194"
"112.105.12.160","elite","AS18049","TW","TINP","266","Digital United Inc.","1111","socks5","520","1","2023-03-07T05:08:49.310Z","99","1172","1183"
"188.255.244.83","elite","AS52116","RS","Orion Telekom ISP IP Network in Subotica","34","Orion Telekom Tim d.o.o.Beograd","1080","socks4","284","1","2023-03-07T05:08:49.577Z","100","1169","1169"
"167.179.113.181","elite","AS20473","JP","The Constant Company, LLC","244","Choopa, LLC","52333","socks4","230","1","2023-03-07T05:08:49.147Z","99","1181","1193"
"103.70.204.209","elite","AS135712","IN","Euron Communications Pvt. Ltd","227","Euron Communications Pvt. Ltd.","59311","socks4","205","1","2023-03-07T05:08:49.444Z","99","1181","1192"
"201.204.47.66","elite","AS11830","CR","Instituto Costarricense de Electricidad y Telecom.","170","ALAJUELA","5678","socks4","184","1","2023-03-07T05:08:49.446Z","99","1125","1136"
"46.209.196.146","anonymous","AS42337","IR","Respina Networks & Beyond PJSC","104","Respina","8080","http","106","234","2023-03-07T05:08:49.755Z","98","1053","1074"
"170.82.180.120","elite","AS266445","BR","SEA TELECOM LTDA","260","SEA TELECOM LTDA","4153","socks4","93","1","2023-03-07T05:08:49.508Z","79","938","1194"
"104.18.237.128","elite","AS13335","CA","Cloudflare, Inc.","1","Cloudflare, Inc.","80","socks4","38","1","2023-03-07T05:08:49.433Z","100","1173","1174"
"162.19.7.48","elite","AS16276","FR","OVH SAS","5","OVH","40346","socks5","156","1","2023-03-07T05:08:49.458Z","100","1194","1195"
"91.93.143.2","elite","AS34984","TR","Superonline Iletisim Hizmetleri A.S.","65","Superonline Iletisim Hizmetleri","4153","socks4","106","1","2023-03-07T05:08:49.460Z","100","1190","1192"
"104.16.226.6","elite","AS13335","CA","Cloudflare, Inc.","1","Cloudflare, Inc.","80","socks4","78","1","2023-03-07T05:08:49.192Z","100","1189","1190"
"192.154.244.92","elite","AS64200","US","Vivid-hosting LLC","142","Vivid-hosting LLC","9000","socks4","68","1","2023-03-07T05:08:49.313Z","100","1177","1179"
"129.21.30.116","elite","AS4385","US","Rochester Institute of Technology","79","Rochester Institute of Technology","3128","socks4","96","1","2023-03-07T05:08:49.436Z","100","1088","1089"
"165.227.112.138","elite","AS14061","US","DigitalOcean, LLC","81","Digital Ocean","1080","socks4","147","1","2023-03-07T05:08:49.458Z","100","1132","1135"
"78.140.195.66","elite","AS35000","RU","Prometey LLC","42","N/A","3629","socks4","364","1","2023-03-07T05:08:49.415Z","98","1176","1194"
"5.252.177.252","elite","AS39798","US","MivoCloud SRL","154","MivoCloud SRL","21754","socks5","87","1","2023-03-07T05:08:49.353Z","99","1184","1190"
"78.38.16.172","elite","AS58224","IR","orume university","153","Orume University","5678","socks4","182","1","2023-03-07T05:08:49.237Z","82","938","1139"
"31.173.251.198","elite","AS50928","RU","MEGAFONSIB","95","OJSC Megafon","40547","socks4","79","1","2023-03-07T05:08:49.513Z","100","1178","1181"
"103.85.103.41","elite","AS135788","IN","Vedant Broadband","194","N/A","5678","socks4","536","1","2023-03-07T05:08:49.308Z","99","1172","1181"
"190.119.167.11","elite","AS12252","PE","America Movil Peru S.A.C.","178","America Movil Peru S.A.C","5678","socks4","38","1","2023-03-07T05:08:49.450Z","99","1188","1195"
"45.7.210.197","elite","AS265729","AR","Cooperativa de Servicios Públicos de Porteña LTDA","247","Cooperativa de Servicios Públicos de Porteña LTDA","4153","socks4","168","1","2023-03-07T05:08:49.176Z","98","1151","1173"
"190.145.132.250","elite","AS14080","CO","Telmex Colombia S.A.","149","Telmex Colombia S.A.","4145","socks4","139","1","2023-03-07T05:08:49.085Z","100","1118","1122"
"172.67.192.25","elite","AS13335","CA","Cloudflare, Inc.","1","Cloudflare, Inc.","80","socks5","202","1","2023-03-07T05:08:48.960Z","100","1106","1106"
"183.89.40.190","elite","AS45629","TH","Triple T Broadband Public Company Limited","152","Triple T Broadband Public Company Limited","1080","socks4","50","1","2023-03-07T05:08:48.331Z","99","1181","1189"
"182.253.166.170","elite","AS17451","ID","BIZNET","190","N/A","5678","socks4","589","1","2023-03-07T05:08:48.048Z","97","1165","1195"
"183.88.18.60","elite","AS45629","TH","Triple T Broadband Public Company Limited","174","Triple T Broadband Public Company Limited","8080","socks4","400","1","2023-03-07T05:08:48.880Z","89","1055","1191"
"101.109.170.182","elite","AS23969","TH","TOT Public Company Limited","150","TOT Public Company Limited","4145","socks4","507","1","2023-03-07T05:08:48.150Z","41","477","1153"
"80.30.105.12","elite","AS3352","ES","TDENET (Red de servicios IP)","33","N/A","58888","socks4","91","1","2023-03-07T05:08:48.188Z","99","1102","1108"
"177.105.68.18","elite","AS262637","BR","Netprimus Tecnologia Ltda","165","Netprimus Tecnologia Ltda","4153","socks4","76","1","2023-03-07T05:08:48.286Z","100","1131","1133"
"183.89.176.124","elite","AS45629","TH","Triple T Broadband Public Company Limited","177","Triple T Broadband Public Company Limited","4153","socks4","216","1","2023-03-07T05:08:48.538Z","90","1046","1158"
"51.210.182.12","elite","AS16276","FR","OVH SAS","5","OVH","47514","socks4","204","1","2023-03-07T05:08:48.929Z","100","1184","1184"
"111.90.169.178","elite","AS45117","IN","INPL's","158","N/A","5678","socks4","530","1","2023-03-07T05:08:48.148Z","100","1189","1193"
"180.122.144.254","elite","AS4134","CN","Chinanet","229","Chinanet JS","1080","socks4","445","1","2023-03-07T05:08:48.167Z","79","847","1075"
"182.34.147.247","elite","AS4134","CN","Chinanet","199","Chinanet SD","1080","socks4","389","1","2023-03-07T05:08:48.928Z","59","660","1115"
"113.231.150.20","elite","AS4837","CN","CNC Group CHINA169 Liaoning Province Network","206","N/A","1080","socks4","519","1","2023-03-07T05:08:48.149Z","75","846","1129"
"24.249.199.12","elite","AS22773","US","Cox Communications Inc.","164","Cox Communications","4145","socks5","631","1","2023-03-07T05:08:47.287Z","88","970","1101"
"100.36.158.82","elite","AS701","US","Verizon Communications","91","MCI Communications Services, Inc. d/b/a Verizon Business","8888","socks5","527","1","2023-03-07T05:08:47.801Z","100","1191","1192"
"103.248.123.197","elite","AS58906","IN","Shivansh Infotech pvt Ltd","223","Shivansh Infotech pvt Ltd","53281","socks4","117","1","2023-03-07T05:08:47.604Z","100","1170","1172"
"217.66.206.155","elite","AS24631","IR","Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS","97","Fanaptelecom Network","5678","socks4","609","1","2023-03-07T05:08:47.693Z","97","1129","1162"
"47.242.80.133","elite","AS45102","HK","Alibaba.com LLC","258","Hong Kong","27832","socks4","67","1","2023-03-07T05:08:47.779Z","100","1151","1154"
"103.52.144.49","anonymous","AS59147","ID","PT Bandhawa Tri Tirta","191","N/A","8080","http","700","554","2023-03-07T05:08:47.284Z","99","1087","1096"
"103.25.46.2","elite","AS58898","IN","Rainbow communications India Pvt Ltd","201","Rainbow communications India Pvt Ltd","4153","socks4","194","1","2023-03-07T05:08:47.839Z","100","1189","1192"
"27.152.222.133","elite","AS4134","CN","Chinanet","217","Chinanet FJ","8001","socks4","130","1","2023-03-07T05:08:47.682Z","74","832","1128"
"103.105.78.211","elite","AS136874","ID","GARUDA","209","N/A","1080","socks4","85","1","2023-03-07T05:08:47.941Z","84","970","1152"
"128.199.149.20","elite","AS14061","SG","DigitalOcean, LLC","163","DigitalOcean, LLC","64830","socks5","343","1","2023-03-07T05:08:47.603Z","100","1134","1136"
"58.140.227.173","elite","AS10036","KR","DLIVE","236","DLIVE Guro Cable TV","3128","socks4","599","1","2023-03-07T05:08:47.723Z","100","1068","1073"
"120.136.21.230","elite","AS131314","CN","China Broadband Communications (Hong Kong) Company Limited","249","Beijing Tian Wei Xin Tong technology corp. limited","10116","socks4","601","1","2023-03-07T05:08:47.531Z","97","1156","1192"
"117.197.124.178","elite","AS9829","IN","BSNL Internet","221","NIB","5678","socks4","44","1","2023-03-07T05:08:47.669Z","98","1082","1100"
"190.226.241.76","elite","AS264691","AR","Servicoop S.A.","261","Servicoop S.A","3629","socks4","551","1","2023-03-07T05:08:46.663Z","99","1147","1153"
"109.207.193.135","elite","AS43139","UA","Maximum-Net LLC","41","Obltelecom","5678","socks4","467","1","2023-03-07T05:08:46.213Z","99","1180","1188"
"180.178.104.106","elite","AS38758","ID","PT Hipernet Indodata","174","N/A","5678","socks4","456","1","2023-03-07T05:08:46.577Z","99","1127","1137"
"192.252.208.70","elite","AS46562","US","Performive LLC","136","Performive LLC","14282","socks4","546","1","2023-03-07T05:08:46.042Z","97","1052","1080"
"5.189.129.137","elite","AS51167","DE","Contabo GmbH","20","Contabo GmbH","8080","socks4","106","1","2023-03-07T05:08:46.214Z","100","1082","1085"
"94.20.21.7","elite","AS29049","AZ","Delta Telecom","96","N/A","4153","socks4","723","1","2023-03-07T05:08:46.560Z","99","1188","1195"
"190.109.72.224","elite","AS264231","BR","RG.COM - INFORMATICA & COMUNICACAO LTDA - ME","193","RG.COM - INFORMATICA & COMUNICACAO LTDA - ME","33633","socks4","388","1","2023-03-07T05:08:46.582Z","99","1159","1174"
"203.202.253.186","elite","AS24323","BD","Aamra Networks Limited","215","Aamra Networks Limited","58309","socks4","675","1","2023-03-07T05:08:46.564Z","98","1140","1160"
"113.123.0.14","elite","AS4134","CN","Chinanet","214","Chinanet SD","57114","socks4","570","1","2023-03-07T05:08:46.258Z","44","493","1116"
"54.82.120.199","elite","AS14618","US","Amazon.com, Inc.","78","AWS EC2 (us-east-1)","80","socks4","423","1","2023-03-07T05:08:46.259Z","100","1103","1104"
"181.209.96.226","elite","AS52361","AR","ARSAT - Empresa Argentina de Soluciones Satelitales S.A.","233","ARSAT - Empresa Argentina de Soluciones Satelitales S.A","4153","socks4","711","1","2023-03-07T05:08:46.562Z","100","1188","1193"
"95.0.206.217","elite","AS9121","TR","TTNet","73","Hatnet Telekomunikasyon Hizmetleri","1080","socks4","80","1","2023-03-07T05:08:46.285Z","84","1004","1195"
"154.113.160.1","elite","AS37282","NG","Mainone Cable Company","132","Mainone Cable Company","5678","socks4","434","1","2023-03-07T05:08:46.439Z","100","1085","1087"
"103.69.20.38","elite","AS135724","IN","Allnet Broadband Network PVT LTD","142","Allnet Broadband Network Pvt Ltd","4145","socks4","579","1","2023-03-07T05:08:46.199Z","100","1135","1138"
"200.116.198.140","elite","AS13489","CO","EPM Telecomunicaciones S.A. E.S.P","146","Mpio Manizales","37092","socks4","181","1","2023-03-07T05:08:46.608Z","73","870","1195"
"36.66.170.25","elite","AS7713","ID","PT. Telekomunikasi Indonesia","212","N/A","4153","socks4","540","1","2023-03-07T05:08:46.603Z","91","1084","1193"
"193.41.88.58","elite","AS13032","UA","Kyiv National Taras Shevchenko University","55","Kunet","53281","http","480","125","2023-03-07T05:08:46.776Z","90","968","1079"
"186.194.234.18","elite","AS53143","BR","Cabonnet Internet Ltda","244","Cabonnet Internet Ltda","4153","socks4","199","1","2023-03-07T05:08:46.613Z","99","1163","1170"
"103.112.253.45","elite","AS137139","IN","Cybernet Introtech Private Limited","165","Cybernet Introtech Private Limited","5678","socks4","357","1","2023-03-07T05:08:45.495Z","75","897","1194"
"202.150.148.218","elite","AS23949","ID","PT Comtronics Systems","209","N/A","61924","socks4","347","1","2023-03-07T05:08:45.495Z","99","1179","1195"
"81.170.248.182","elite","AS8473","SE","Bahnhof AB","35","General Corporate NET A980","39880","socks5","196","1","2023-03-07T05:08:45.496Z","100","1130","1132"
"112.87.89.192","elite","AS4837","CN","China Unicom CHINA169 Jiangsu Province Network","214","N/A","8089","socks4","550","1","2023-03-07T05:08:45.104Z","92","1000","1091"
"116.90.229.186","elite","AS24550","NP","Websurfer Nepal Communication System Pvt. Ltd","224","Websurfer Nepal Communication System Pvt. Ltd","47694","socks4","377","1","2023-03-07T05:08:45.115Z","98","1059","1079"
"66.33.212.139","elite","AS26347","US","New Dream Network, LLC","80","New Dream Network, LLC","17567","socks4","471","1","2023-03-07T05:08:45.294Z","100","1172","1172"
"123.253.124.28","elite","AS133469","IN","Multi Acquisitions And Renewals","135","NIXI","5678","socks4","608","1","2023-03-07T05:08:45.293Z","98","1076","1094"
"119.46.2.245","elite","AS7470","TH","True Internet Corporation CO. Ltd.","201","True Internet Co., Ltd.","4145","socks4","208","1","2023-03-07T05:08:45.309Z","100","1191","1195"
"74.207.251.162","elite","AS63949","US","Akamai Technologies, Inc.","144","Linode","62322","socks5","538","1","2023-03-07T05:08:45.105Z","93","1028","1106"
"103.124.190.130","elite","AS17995","ID","PT iForte Global Internet","859","Solusinet","5678","socks4","390","1","2023-03-07T05:08:45.493Z","18","196","1118"
"110.78.186.220","elite","AS131090","TH","CAT-BB","201","N/A","4145","socks4","336","1","2023-03-07T05:08:45.495Z","78","859","1098"
"195.20.194.77","elite","AS201224","RU","Tikhomirov Evgeny Viktorovich","63","Tikhomirov Evgeny Viktorovich","5678","socks4","619","1","2023-03-07T05:08:45.808Z","5","59","1142"
"182.23.108.164","elite","AS4800","ID","PT Aplikanusa Lintasarta","217","N/A","4153","socks4","174","1","2023-03-07T05:08:45.497Z","97","1131","1170"
"182.23.36.82","elite","AS4800","ID","PT Aplikanusa Lintasarta","220","N/A","4153","socks4","618","1","2023-03-07T05:08:45.293Z","100","1192","1194"
"84.237.248.137","elite","AS12578","LV","LATTELEKOM","40","N/A","4153","socks4","402","1","2023-03-07T05:08:45.492Z","49","557","1140"
"89.39.105.138","elite","AS49981","NL","WorldStream B.V.","17","Worldstream","11111","socks5","413","1","2023-03-07T05:08:45.491Z","99","1127","1135"
"103.47.92.33","elite","AS134058","IN","Broban Internet Services Pvt.ltd","227","Broban  PVT Ltd.","1080","socks4","661","1","2023-03-07T05:08:45.291Z","99","1075","1084"
"216.169.73.65","elite","AS26253","US","South Central Communications, Inc.","137","South Central Communications, Inc.","34679","http","319","675","2023-03-07T05:08:44.458Z","99","1148","1164"
"42.116.10.196","anonymous","AS18403","VN","FPT Telecom Company","230","FPT-STATICIP","443","http","1150","3394","2023-03-07T05:08:44.244Z","99","1186","1194"
"192.141.236.3","elite","AS267483","BR","MSE Serviço de Com. Multimídia EIRELI","194","MSE Serviço de Com. Multimídia EIRELI","5678","socks4","490","1","2023-03-07T05:08:44.852Z","99","1126","1132"
"95.0.206.211","elite","AS9121","TR","TTNet","70","Hatnet Telekomunikasyon Hizmetleri","10820","socks4","171","1","2023-03-07T05:08:44.699Z","94","1117","1194"
"213.186.202.149","elite","AS6703","UA","PRIVATE JOINT-STOCK COMPANY \"FARLEP-INVEST\"","41","VEGA TG","5678","socks4","450","1","2023-03-07T05:08:44.563Z","62","706","1142"
"41.203.252.118","elite","AS36902","SC","Intelvision","171","Intelvision Ltd","3128","socks5","98","1","2023-03-07T05:08:44.859Z","99","1138","1153"
"115.159.56.148","elite","AS45090","CN","Shenzhen Tencent Computer Systems Company Limited","191","Tencent cloud computing (Beijing) Co., Ltd.","2080","socks4","420","1","2023-03-07T05:08:44.778Z","98","1120","1138"
"45.116.114.54","elite","AS58898","IN","Rainbow communications India Pvt Ltd","257","Rainbow Communications India Pvt Ltd","5678","socks4","436","1","2023-03-07T05:08:44.862Z","99","1174","1182"
"190.109.72.41","elite","AS264231","BR","RG.COM - INFORMATICA & COMUNICACAO LTDA - ME","191","RG.COM - INFORMATICA & COMUNICACAO LTDA - ME","33633","socks4","518","1","2023-03-07T05:08:44.851Z","100","1068","1073"
